Clinical Annotation ID	Date (YYYY-MM-DD)	Type	Comment
827848365	2022-02-25	Update	added DPWG text.
1450935819	2019-12-17	Create	Created
1450935819	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1450935819	2021-12-03	Update	Added metabolism/PK phenotype category. Minor edits to phenotype descriptions.
981201642	2016-11-02	Update	Updated variant to rs151264360
981201642	2016-11-02	Update	
981201642	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
981201642	2019-10-10	Update	Changed variant as rs151264360 has been merged into rs11280056. Updated phenotype descriptions to new alleles and corrected mentions of the rs151264360 3/3 genotype to rs45445694.
981201642	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201642	2021-10-19	Update	Removed PMIDs 18322994 and 22450926 as this are low-dose methotrexate uses.
827848785	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
827848785	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
827863928	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201408	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201424	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201443	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
981201443	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201455	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
981201455	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201571	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201584	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201770	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201788	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201797	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201805	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201827	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201881	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
981201881	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201854	2017-09-20	Update	Added PMID 28886044 to evidence
981201854	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201637	2016-11-02	Update	Updated variant to rs151264360
981201637	2016-11-02	Update	
981201637	2019-10-10	Update	Updated variant as rs151264360 has been merged into rs11280056. Updated alleles and phenotype descriptions.
981201637	2019-10-10	Update	Added PMIDs 27992285 and 26616421 to evidence. Updated phenotype descriptions to note contradictory evidence.
981201637	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
981201637	2021-10-19	Update	Added PMID 27217051 to evidence. Tagged conflicting evidence and rewrote phenotype descriptions to fit LOE 4 template.
981201637	2021-12-01	Update	Added phenotype tags
1450935838	2019-12-17	Create	Created
1450935838	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1450935838	2021-12-06	Update	Added metabolism/PK phenotype category. Minor edits to phenotype descriptions.
